iter	RMSE
0	0.09967614225
1	0.09789230166
2	0.09627071929
3	0.09488514979
4	0.09334291748
5	0.09177922628
6	0.0902758398
7	0.08887120709
8	0.08756980126
9	0.08602738156
10	0.08505324897
11	0.08382945432
12	0.08246221488
13	0.08139555616
14	0.08013349461
15	0.07930356376
16	0.07798837118
17	0.07704201161
18	0.07590231455
19	0.07462387471
20	0.07376003872
21	0.07293578198
22	0.07191148254
23	0.07089656871
24	0.06979356639
25	0.06867240711
26	0.06810139845
27	0.0673892547
28	0.06639197137
29	0.06540839801
30	0.06473050881
31	0.06391980203
32	0.06299791994
33	0.06237395875
34	0.06156733666
35	0.06056348367
36	0.05988580021
37	0.05939502334
38	0.05912020831
39	0.0589485988
40	0.05830761754
41	0.05814647873
42	0.05752093051
43	0.05710693699
44	0.05696170003
45	0.05636226058
46	0.056188635
47	0.0557846853
48	0.05563509975
49	0.05540883802
50	0.05515024875
51	0.05497642085
52	0.05475645248
53	0.05435429791
54	0.05381795305
55	0.05350268311
56	0.05273424706
57	0.05212435472
58	0.05197612772
59	0.05178039859
60	0.05103252833
61	0.0503740016
62	0.04983024129
63	0.0492747232
64	0.04905315603
65	0.0484234653
66	0.04828082405
67	0.04807131868
68	0.04782930099
69	0.04749392009
70	0.04741719576
71	0.04693344871
72	0.04633557951
73	0.04619933529
74	0.04613112075
75	0.04580007192
76	0.04517445877
77	0.04473368526
78	0.04455615723
79	0.04436927447
80	0.04427150338
81	0.04371004589
82	0.04306757161
83	0.04269080464
84	0.04249417529
85	0.04230960471
86	0.04219509698
87	0.04163604763
88	0.0414765568
89	0.04114805293
90	0.04101786499
91	0.0407395081
92	0.04063357963
93	0.04048374569
94	0.03994897031
95	0.03949044428
96	0.03916202358
97	0.03902544389
98	0.03886480813
99	0.03876449324
100	0.03848279003
101	0.03819350923
102	0.0381144166
103	0.0380486265
104	0.03753989918
105	0.03715601636
106	0.036784298
107	0.03643264
108	0.03622813313
109	0.0357949822
110	0.03556495701
111	0.03529998851
112	0.03505529216
113	0.03497137609
114	0.03483887043
115	0.03468188283
116	0.03461994943
117	0.03452286916
118	0.03410275107
119	0.03381298436
120	0.03358003526
121	0.03336837066
122	0.03312152469
123	0.03287522454
124	0.03280644689
125	0.03258658078
126	0.03228200207
127	0.03205665897
128	0.03182076762
129	0.03160971976
130	0.03152947738
131	0.03133178822
132	0.03105135534
133	0.03072220389
134	0.03060270332
135	0.0305163534
136	0.03043061188
137	0.03023077653
138	0.03014771907
139	0.03007781584
140	0.03000854967
141	0.02995349965
142	0.02973101303
143	0.02950655805
144	0.0294181068
145	0.029255459
146	0.0291685238
147	0.02910374893
148	0.0289653704
149	0.02890435481
150	0.02884429673
151	0.02871605943
152	0.02843854587
153	0.02837129406
154	0.02827844226
155	0.02825825937
156	0.02820384459
157	0.02817143989
158	0.02803879959
159	0.02796135882
160	0.0277526078
161	0.02757974725
162	0.02727730395
163	0.02714691033
164	0.02694409034
165	0.02692223039
166	0.02664347554
167	0.02655844563
168	0.02631154917
169	0.02624308966
170	0.02616149458
171	0.0261366073
172	0.0259153118
173	0.02572655983
174	0.02551465116
175	0.02545033149
176	0.02520344296
177	0.02504884157
178	0.02480611171
179	0.02475371385
180	0.02459776326
181	0.02442717499
182	0.02439520677
183	0.02435085242
184	0.02427638966
185	0.02402926918
186	0.02400059093
187	0.02393369754
188	0.02374581175
189	0.0237343928
190	0.02367272295
191	0.02364487403
192	0.02354404841
193	0.02349627983
194	0.0233336151
195	0.02329982726
196	0.02320119189
197	0.0230218138
198	0.02293404554
199	0.02290294124
200	0.02284639294
201	0.02279182111
202	0.02272536093
203	0.02253332843
204	0.02233781415
205	0.02225057751
206	0.02221254622
207	0.02205420661
208	0.02185106886
209	0.02168427071
210	0.02165950305
211	0.0216336426
212	0.0215094916
213	0.02135322051
214	0.02119653822
215	0.02117349935
216	0.02101707178
217	0.02099413181
218	0.02083713367
219	0.02076349036
220	0.02071472928
221	0.02052761918
222	0.02033754238
223	0.0201627111
224	0.01999550499
225	0.01984266817
226	0.01966448641
227	0.0196186281
228	0.01949436617
229	0.01939260462
230	0.01926123775
231	0.01911432234
232	0.01894094976
233	0.01884631656
234	0.01879073313
235	0.018657282
236	0.01851768401
237	0.01838898011
238	0.01835586007
239	0.01830475769
240	0.01822248013
241	0.01807741232
242	0.01805864924
243	0.01802979581
244	0.01799343806
245	0.01786044647
246	0.01781837523
247	0.01777809391
248	0.01769354758
249	0.01753797229
250	0.01741527947
251	0.01734042207
252	0.0172100661
253	0.01706780748
254	0.01701311814
255	0.01687246983
256	0.01674307328
257	0.01670785858
258	0.01665521407
259	0.01656409252
260	0.01642798737
261	0.01630143442
262	0.01618295868
263	0.01605474175
264	0.01600056274
265	0.01595011388
266	0.01590403017
267	0.0158414181
268	0.01572961296
269	0.01566859177
270	0.01555314674
271	0.01547982293
272	0.01544411123
273	0.01537299195
274	0.01533169127
275	0.01525056268
276	0.01513033202
277	0.01505862267
278	0.01503103621
279	0.01499141878
280	0.01497219102
281	0.01488274959
282	0.01481790009
283	0.01477536697
284	0.01472435407
285	0.01461419665
286	0.0145655343
287	0.01453602884
288	0.01445625117
289	0.0144120577
290	0.01431811811
291	0.01423018578
292	0.01420484015
293	0.01417812699
294	0.01413902007
295	0.01409868671
296	0.0140014007
297	0.01390861291
298	0.0138691056
299	0.01376141193
300	0.01371845675
301	0.01370179519
302	0.01367705157
303	0.01364815823
304	0.01356568737
305	0.01350740253
306	0.01341680246
307	0.01333209212
308	0.0133096034
309	0.01323262801
310	0.0131518921
311	0.01313201346
312	0.01308423487
313	0.01307111168
314	0.01303570019
315	0.01301992441
316	0.01298599087
317	0.01290878636
318	0.01284560652
319	0.01282696065
320	0.01279737664
321	0.01277626837
322	0.01273892054
323	0.01266585932
324	0.01263263018
325	0.01257646049
326	0.01252881497
327	0.0124806397
328	0.01242896592
329	0.01237007724
330	0.01234239871
331	0.01230559019
332	0.01225660371
333	0.01221399017
334	0.01218610009
335	0.01213032401
336	0.01208639462
337	0.01201613032
338	0.01199491291
339	0.01195607061
340	0.01193161523
341	0.01186760671
342	0.01184633934
343	0.01181891666
344	0.01179536713
345	0.01175562534
346	0.01173744194
347	0.01172512952
348	0.01165722275
349	0.01161670507
350	0.01157697405
351	0.01153929702
352	0.01152602665
353	0.01147948012
354	0.01147027697
355	0.01145894177
356	0.01143487908
357	0.01137052761
358	0.0113122344
359	0.01127379349
360	0.01121744123
361	0.0111710394
362	0.01113843013
363	0.01108109681
364	0.01106805769
365	0.01105656843
366	0.01101990693
367	0.01099571422
368	0.01096252811
369	0.01093740236
370	0.01091983215
371	0.01087205753
372	0.01086019661
373	0.01080576737
374	0.01079017637
375	0.01077693189
376	0.01074273121
377	0.01071480805
378	0.01070032601
379	0.0106596764
380	0.01060954394
381	0.01057327928
382	0.01056177778
383	0.01052585154
384	0.01051020371
385	0.01049866186
386	0.01049365071
387	0.01043989617
388	0.01042170759
389	0.0104143018
390	0.01040178315
391	0.0103660029
392	0.0103531936
393	0.01033537499
394	0.01031323311
395	0.01030507082
396	0.01026483723
397	0.01020532606
398	0.01018074119
399	0.01017359389
400	0.01011417243
401	0.01007015731
402	0.01001170607
403	0.009976112039
404	0.009957871418
405	0.009949189352
406	0.009902021832
407	0.00985893995
408	0.009815861176
409	0.009777339749
410	0.009757585862
411	0.009749312333
412	0.009737927047
413	0.00970187504
414	0.009667458293
415	0.009654801359
416	0.009637889422
417	0.00963215334
418	0.009607033745
419	0.009553804482
420	0.00954389332
421	0.009507111696
422	0.009489778756
423	0.009458158891
424	0.009435666234
425	0.009418131534
426	0.009410967648
427	0.009395731098
428	0.009361162885
429	0.009340209333
430	0.009311713973
431	0.009284032171
432	0.00927809315
433	0.009247313626
434	0.009231942162
435	0.009184733719
436	0.009175572029
437	0.009157824863
438	0.009151518145
439	0.009136639628
440	0.009118125939
441	0.009098543117
442	0.009078533602
443	0.00906365173
444	0.009046314359
445	0.00903457475
446	0.009023292022
447	0.009014195609
448	0.008984355599
449	0.008952717937
450	0.008946415865
451	0.008941653073
452	0.008926836954
453	0.008914592199
454	0.008885522954
455	0.00888015028
456	0.008864041635
457	0.008841558978
458	0.008837617752
459	0.008809448417
460	0.008780335618
461	0.008759815703
462	0.00872068286
463	0.008696757921
464	0.008688423291
465	0.008682594595
466	0.008649726916
467	0.008631090166
468	0.008625606235
469	0.008616855586
470	0.008601568245
471	0.008580344663
472	0.008565508143
473	0.008550974727
474	0.008546107424
475	0.008511170633
476	0.00849536369
477	0.008478426851
478	0.008472915916
479	0.008457657146
480	0.00845275085
481	0.00843775972
482	0.00840821899
483	0.008393626526
484	0.008376543665
485	0.008363803741
486	0.008359160038
487	0.008327366635
488	0.008311992052
489	0.008282108232
490	0.008276804264
491	0.008244790561
492	0.00821496004
493	0.008195947014
494	0.008164040078
495	0.008160579345
496	0.008133497023
497	0.008107261798
498	0.008086263025
499	0.008055524057
500	0.008013126557
501	0.007999527939
502	0.007988732743
503	0.00797318928
504	0.007961907422
505	0.007921879441
506	0.007902970151
507	0.00789973187
508	0.007895059783
509	0.00789009957
510	0.007880189594
511	0.007874970632
512	0.007855003644
513	0.0078394241
514	0.00783593645
515	0.00781804508
516	0.007806892602
517	0.007793519752
518	0.007783633109
519	0.007767453489
520	0.007753017485
521	0.007731926963
522	0.007721351537
523	0.007711048026
524	0.007698286682
525	0.007682066772
526	0.007670488764
527	0.007659907276
528	0.007651867448
529	0.007629950764
530	0.007614831241
531	0.007585936541
532	0.007577073045
533	0.007554990134
534	0.007526455504
535	0.00750938358
