iter	RMSE
536	0.00749970579
537	0.007496202447
538	0.007472931619
539	0.00746776357
540	0.007437221635
541	0.007432999083
542	0.007427375728
543	0.007413674579
544	0.007404487946
545	0.007399577816
546	0.0073792165
547	0.007371996808
548	0.007353182803
549	0.007349140138
550	0.00732138064
551	0.007317243945
552	0.007303168687
553	0.007280073676
554	0.007260851614
555	0.007254168528
556	0.007235818156
557	0.007204681547
558	0.007191803728
559	0.007177689922
560	0.007165412881
561	0.007135988975
562	0.007133508605
563	0.007105838581
564	0.007101654306
565	0.007066071065
566	0.007050296435
567	0.007031756082
568	0.007013871812
569	0.007005587527
570	0.006984030877
571	0.006980483722
572	0.006964428621
573	0.006950383523
574	0.006921357048
575	0.006898348329
576	0.006879154774
577	0.006866049684
578	0.006846978475
579	0.00684370232
580	0.006832848576
581	0.006828855606
582	0.006818357813
583	0.006811869775
584	0.006795343247
585	0.006763934124
586	0.006739383681
587	0.006722792591
588	0.006707399232
589	0.006693664528
590	0.006676347992
591	0.006672334537
592	0.006667517096
593	0.006653048634
594	0.00663898628
595	0.006610950388
596	0.006595001602
597	0.006584926744
598	0.00657594187
599	0.006567559804
600	0.006540139468
601	0.006537205091
602	0.006515748137
603	0.006492914469
604	0.006490927888
605	0.006479278025
606	0.006459740521
607	0.006435810281
608	0.006432962965
609	0.006429535386
610	0.006422905165
611	0.00641140132
612	0.006400301037
613	0.006387389137
614	0.006375659455
615	0.006353290363
616	0.00634436913
617	0.00632922528
618	0.006320105525
619	0.00630767502
620	0.006282669151
621	0.006267116373
622	0.006263744408
623	0.00625053874
624	0.006238519635
625	0.006219432328
626	0.0062086737
627	0.006192304443
628	0.006178228632
629	0.006157372104
630	0.006130533117
631	0.006118913125
632	0.006098262871
633	0.006078960318
634	0.00607012208
635	0.006067445269
636	0.006047589563
637	0.006044782059
638	0.006032426712
639	0.006028662442
640	0.006024383395
641	0.006010118825
642	0.006007571614
643	0.005986510848
644	0.005973193903
645	0.005969952404
646	0.005958084013
647	0.005955223567
648	0.005943112121
649	0.005927794906
650	0.005919078232
651	0.005915106941
652	0.005902053204
653	0.00589533443
654	0.005879767234
655	0.005876121793
656	0.005861418958
657	0.005853200968
658	0.005846251833
659	0.005829384966
660	0.005815633335
661	0.005804908802
662	0.005784204422
663	0.005764195172
664	0.005760861216
665	0.005735714937
666	0.005727839542
667	0.005724565706
668	0.005699112104
669	0.005695934353
670	0.005685787641
671	0.005669334497
672	0.005654629298
673	0.005628314031
674	0.005620954406
675	0.005618521135
676	0.005609623099
677	0.005596168221
678	0.005587531076
679	0.005573078525
680	0.005557233464
681	0.005535819691
682	0.005527161899
683	0.005524310265
684	0.005513995907
685	0.005504266583
686	0.00550242739
687	0.005499364689
688	0.005488717072
689	0.005480611074
690	0.005473212312
691	0.005458231126
692	0.005442038592
693	0.005431892514
694	0.005410034606
695	0.005400957749
696	0.005397981851
697	0.005376540717
698	0.005373211912
699	0.005360081882
700	0.005351339331
701	0.005328510706
702	0.00532246085
703	0.005311486915
704	0.005299528546
705	0.00528665667
706	0.005279136901
707	0.005265694389
708	0.005262782473
709	0.005252861587
710	0.005250227022
711	0.005245854357
712	0.005226727455
713	0.005218065766
714	0.005215720555
715	0.005194832194
716	0.005191070784
717	0.005181068009
718	0.005174784872
719	0.005163818239
720	0.005162444506
721	0.00515740903
722	0.00515502144
723	0.005145350661
724	0.005136402036
725	0.005123230194
726	0.005114979143
727	0.005111777644
728	0.005108682791
729	0.005103015843
730	0.005092139032
731	0.005083005393
732	0.005073615001
733	0.005065568269
734	0.005059911299
735	0.005039404025
736	0.005032566555
737	0.005022479132
738	0.005020170389
739	0.005002890394
740	0.004997448884
741	0.004983143718
742	0.004974008683
743	0.004966440615
744	0.004956927226
745	0.004945369181
746	0.004937350276
747	0.004916541996
748	0.004910734466
749	0.00490779131
750	0.004888571434
751	0.004882315809
752	0.004867828875
753	0.004865288692
754	0.004856364628
755	0.004848231708
756	0.004846066593
757	0.004840122339
758	0.004837134136
759	0.004834808334
760	0.00482569089
761	0.004814085706
762	0.004804795706
763	0.004795302231
764	0.004792460179
765	0.004781271493
766	0.004772517304
767	0.004763498659
768	0.004750284938
769	0.004745283607
770	0.004741865538
771	0.00473284215
772	0.004730045715
773	0.004726011951
774	0.00471970825
775	0.004708644797
776	0.00469945049
777	0.004692747606
778	0.004683251192
779	0.00466992697
780	0.00466678364
781	0.004657678718
782	0.00464739718
783	0.004641731819
784	0.004639836539
785	0.004632817976
786	0.004625930441
787	0.004620035475
788	0.004610989731
789	0.004607584137
790	0.004590565114
791	0.004581983354
792	0.004572538566
793	0.004563460503
794	0.004556988103
795	0.004548158589
796	0.004536580023
797	0.004534300673
798	0.004526151522
799	0.004524212399
800	0.004515389746
